,ip_address,web_source,datetime,get_log,number_log_1,number_log_2,web_source_features,specification,TLS,tls_num1,tls_num2,tls_num3,status_tls,status_num,NC,up
126,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/2.0,200.0,77160.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/plugins/font-awesome/css/font-awesome.min.css,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.126,,0.0,NC:000000,UP:-DT
128,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/fonts/tahoma.woff HTTP/2.0,200.0,97220.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.126,,0.0,NC:000000,UP:-DT
130,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/uploads/2021/09/Group-3402-150x150-1.png HTTP/2.0,200.0,9647.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
132,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/uploads/2021/09/SINARMAS-ICON-PUTIH-9.png HTTP/2.0,200.0,1872.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.028,,0.0,NC:000000,UP:-DT
134,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/img/ic_chevron_down.svg HTTP/2.0,200.0,224.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.028,,0.0,NC:000000,UP:-DT
136,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/img/ic_times.svg HTTP/2.0,200.0,288.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.028,,0.0,NC:000000,UP:-DT
138,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/img/icon-menu/icn-menu-br.svg HTTP/2.0,200.0,106.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.037,,0.0,NC:000000,UP:-DT
140,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/img/smart-logo.svg HTTP/2.0,200.0,6446.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.047,,0.0,NC:000000,UP:-DT
142,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-includes/js/wp-emoji-release.min.js?ver=6.0.2 HTTP/2.0,200.0,4583.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
144,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:31,GET /filma-dan-palmboom-diluncurkan-kembali-produk-dengan-formula-lebih-baik-dan-kemasan-baru/ HTTP/1.1,200.0,51342.0,https://www.smart-tbk.com/kabar-peristiwa/pers/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.388,0.391,0.825,MISS,0.0,NC:000000,UP:-
146,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/js/script.js?v2 HTTP/2.0,200.0,7689.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
148,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/wow.min.js HTTP/2.0,200.0,2556.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
150,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/modernizr.js HTTP/2.0,200.0,5885.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
152,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/fancybox/jquery.fancybox3.2.min.js HTTP/2.0,200.0,18808.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
154,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/chartjs/Chart.min.js HTTP/2.0,200.0,50289.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
156,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/OwlCarousel2/owl.carousel.min.js HTTP/2.0,200.0,11036.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
158,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/bootstrap-4.5.0/js/bootstrap.min.js HTTP/2.0,200.0,14123.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
160,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/popper.min.js HTTP/2.0,200.0,8465.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
162,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/themes/gar-mdi/assets/plugins/jquery-3.6.0.min.js HTTP/2.0,200.0,30113.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
164,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/custom-twitter-feeds/js/ctf-scripts.min.js?ver=2.0.3 HTTP/2.0,200.0,5526.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
166,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/wpglobus/includes/js/wpglobus.min.js?ver=2.10.4 HTTP/2.0,200.0,302.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
168,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.6.3 HTTP/2.0,200.0,440.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000100,UP:-DT
170,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/2.0,200.0,6849.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
172,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9 HTTP/2.0,200.0,2349.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
174,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/cf7-conditional-fields/js/scripts.js?ver=2.2.6 HTTP/2.0,200.0,30831.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
176,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/wpupper-share-buttons/build/front.js?ver=3.42 HTTP/2.0,200.0,4479.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
178,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/wp-postviews/postviews-cache.js?ver=1.68 HTTP/2.0,200.0,104.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
180,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/jquery-collapse-o-matic/js/collapse.js?ver=1.7.0 HTTP/2.0,200.0,3471.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
182,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.3 HTTP/2.0,200.0,3687.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000100,UP:-DT
184,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:31,GET /wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.6.3 HTTP/2.0,200.0,2794.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000100,UP:-DT
186,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/css/style.css?v3.1 HTTP/2.0,200.0,24033.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
188,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/css/common.css?v1 HTTP/2.0,200.0,512.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
190,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/css/animate.css HTTP/2.0,200.0,4345.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
192,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/fancybox/jquery.fancybox3.2.min.css HTTP/2.0,200.0,2908.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
194,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/slide-anything/owl-carousel/sa-owl-theme.css?ver=2.0 HTTP/2.0,200.0,1912.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
196,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/aos.css HTTP/2.0,200.0,1538.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
198,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/OwlCarousel2/assets/owl.carousel.min.css HTTP/2.0,200.0,912.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
200,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/bootstrap-4.5.0/css/bootstrap.css HTTP/2.0,200.0,22824.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
202,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/font-awesome/css/font-awesome.min.css HTTP/2.0,200.0,6643.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
204,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/themes/gar-mdi/assets/plugins/normalize.min.css HTTP/2.0,200.0,760.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
206,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/js/utils.min.js?ver=6.0.2 HTTP/2.0,200.0,766.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
208,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/simple-download-monitor/js/sdm_wp_scripts.js?ver=6.0.2 HTTP/2.0,200.0,998.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
210,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/mailchimp//js/datepicker.js?ver=6.0.2 HTTP/2.0,200.0,18357.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
212,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.1 HTTP/2.0,200.0,6615.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
214,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/mailchimp//js/mailchimp.js?ver=1.5.7 HTTP/2.0,200.0,451.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
216,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/js/jquery/jquery.form.min.js?ver=4.3.0 HTTP/2.0,200.0,5693.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
218,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/mailchimp//js/scrollTo.js?ver=1.5.7 HTTP/2.0,200.0,1113.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
220,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/2.0,200.0,3989.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
222,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/js/jquery/jquery.min.js?ver=3.6.0 HTTP/2.0,200.0,30119.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
224,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/wpglobus/includes/css/wpglobus.css?ver=2.10.4 HTTP/2.0,200.0,402.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
226,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/cf7-conditional-fields/style.css?ver=2.2.6 HTTP/2.0,200.0,459.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
228,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/tablepress-combined.min.css?ver=31 HTTP/2.0,200.0,2196.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
230,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/simple-lightbox/client/css/app.css?ver=2.9.1 HTTP/2.0,200.0,80.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
232,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/youtube-embed/css/main.min.css?ver=5.2.3 HTTP/2.0,200.0,98.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
234,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/wpupper-share-buttons/build/style.min.css?ver=1587969739 HTTP/2.0,200.0,6713.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
236,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/jquery-collapse-o-matic/css/light_style.css?ver=1.6 HTTP/2.0,200.0,284.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
238,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/jquery-collapse-o-matic/css/core_style.css?ver=1.0 HTTP/2.0,200.0,188.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
240,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.3 HTTP/2.0,200.0,2842.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
242,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.3 HTTP/2.0,200.0,849.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000100,UP:-DT
244,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-includes/css/dist/block-library/style.min.css?ver=6.0.2 HTTP/2.0,200.0,10776.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
